service,frequency,sp-id,time,start
19,15,"[1197, 781, 557, 592, 682, 214, 716, 38, 800, 792, 712, 821, 11, 596, 558, 782, 1197]","[0, 0.5, 1, 1, 1, 1, 1, 0.5, 0.5, 1, 1, 1, 1, 1, 1, 0.5, 0.5]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
